头实体,尾实体,Probability
广州庚威润滑科技有限公司,地块是否存在特征污染物 | 是,78.5899425
广州市金属回收有限公司员村分公司（广州市金属回收公司员村分公司，广州市金属回收公司员村经营部，金属回收公司员村加工厂）,是否检出地下水污染物超标 | 是,1.118394774
广州伟翔环保科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市甘谷油墨厂(广州市甘谷油墨联合厂),是否检出地下水污染物超标 | 是,1.118394774
广州慧谷化学有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市萝岗区苏氏油料加工厂（广州市增城苏氏油料饲料加工厂）,是否检出地下水污染物超标 | 是,1.118394774
广州腾保电子元件有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州惠利电子材料有限公司（惠利电子材料（广州）有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州市沥峰染织有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州雄智照明实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州番禺精辉电路版有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市芳村神彩印花厂,是否检出地下水污染物超标 | 是,1.118394774
德爱威云（广州）建材科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州杭华油墨有限公司（东华（广州）油墨有限公司、东华(广州)油墨有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州市萝岗区荔龙精细合成化工厂（增城市荔龙精细合成化工厂）,是否检出地下水污染物超标 | 是,1.118394774
广州市珠晖模具机械有限公司(现用名：广州市弘讯电梯配件有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州隆昌能源技术开发有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州永兴环保能源有限公司一分厂（李坑生活垃圾焚烧发电厂）,是否检出地下水污染物超标 | 是,1.118394774
广州市南先化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广东省电力线路器材厂有限公司（曾用名：广东省电业局输变电工程公司线路器材厂、广东省电力线路器材厂）,是否检出地下水污染物超标 | 是,1.118394774
广州奥东造纸材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州源泰合成材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市中利玩具五金有限公司,是否检出地下水污染物超标 | 是,1.118394774
海诺化工（广东）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市柯卫达科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市荔湾区东泓涂料厂(普通合伙),是否检出地下水污染物超标 | 是,1.118394774
广州洋源化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州恒运热电（D）厂有限责任公司,是否检出地下水污染物超标 | 是,1.118394774
广州市番禺大兴热熔胶有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区南溪化工厂,是否检出地下水污染物超标 | 是,1.118394774
广州市净水有限公司沥滘分公司（广州市沥滘污水处理厂）,是否检出地下水污染物超标 | 是,1.118394774
广州丸顺汽车配件有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市环境保护技术设备公司,是否检出地下水污染物超标 | 是,1.118394774
广州市番禺区沙湾江达表面处理材料厂,是否检出地下水污染物超标 | 是,1.118394774
广州市华卓化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州钛雅新材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市珠江灯光科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州新天地化学实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州威立雅资源利用有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州汇侨电子有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州联兴热镀锌有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州日宝机电设备有限公司,是否检出地下水污染物超标 | 是,1.118394774
广东永顺生物制药股份有限公司（广东永顺生物制药有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州西卡建筑材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区湴湖恒新织造厂,是否检出地下水污染物超标 | 是,1.118394774
广州市威成坤电器制造有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州今泰科技股份有限公司（广州今泰科技有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州市千代电源有限公司,是否检出地下水污染物超标 | 是,1.118394774
普莱克斯(广州)工业气体有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州小糸车灯有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市锦兆化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
美轲（广州）化学股份有限公司（阿科玛（广州）化学有限公司、美轲（广州）化学有限公司、广州埃尔夫阿托化学陶瓷添加剂有限公司，阿托菲纳（广州）化学有限公司、埃尔夫阿托中国有限公司）,是否检出地下水污染物超标 | 是,1.118394774
陶氏化学(广州)有限公司（陶氏化学（广州）有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州公交集团电车有限公司（广州市电车公司）,是否检出地下水污染物超标 | 是,1.118394774
波士胶芬得利(中国)粘合剂有限公司（阿托-芬得利（广州）胶黏剂有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广合科技（广州）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州康乔汉普药业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市威联达增塑剂有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市机电工业研究所,是否检出地下水污染物超标 | 是,1.118394774
广州五丰金属表面处理有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市嘉德涂料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区欣鑫塑料制品厂,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区邦士涂料厂,是否检出地下水污染物超标 | 是,1.118394774
广州恒运东区热力有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市汇彩涂料有限公司,是否检出地下水污染物超标 | 是,1.118394774
启瑞机械(广州)有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市儒兴科技开发有限公司（广州市儒兴科技开发股份有限公司；广州市儒兴科技股份有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广东久量股份有限公司（曾用名：广州市松乐电子科技有限公司、广东久量光电科技有限公司））,是否检出地下水污染物超标 | 是,1.118394774
广州中车轨道交通装备有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云汇丰皮革塑料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州艺康印花服饰有限公司,是否检出地下水污染物超标 | 是,1.118394774
广东东硕科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州天赐有机硅科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市人和高增电泳厂（人和高增信诚电泳厂）,是否检出地下水污染物超标 | 是,1.118394774
广州市美帮祈富文仪有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市嘉澳涂料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区精良线路板厂,是否检出地下水污染物超标 | 是,1.118394774
广州斯坦雷电气有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州汤谱建筑装饰材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州齐达材料科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
中国石化销售股份有限公司广东石油分公司黄埔油库,是否检出地下水污染物超标 | 是,1.118394774
广州永兴环保能源有限公司（李坑二厂）,是否检出地下水污染物超标 | 是,1.118394774
广州世洁环保服务有限公司（广州世洁设备租赁服务有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州市华驰化工有限公司（增城市必得化工有限公司、增城市华驰化工有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州白云东方热镀锌钢管有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市智立化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州宇进毛绒工业有限公司,是否检出地下水污染物超标 | 是,1.118394774
瑞翁化工（广州）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市万佳成塑料有限公司,是否检出地下水污染物超标 | 是,1.118394774
长兴（广州）光电材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市千邦化妆品有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市萝岗区永和创力电池厂,是否检出地下水污染物超标 | 是,1.118394774
广州道顿粉末涂料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市欧彩涂料化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州人和汉塘电化着色厂,是否检出地下水污染物超标 | 是,1.118394774
广州市邦达森化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州展亦涂料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州超美力特种润滑油有限公司,是否检出地下水污染物超标 | 是,1.118394774
广天科技（广州）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市高士实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
科美（广州）电子材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市荔威化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市博辰石油制品有限责任公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区江高南岗喷漆加工厂,是否检出地下水污染物超标 | 是,1.118394774
广州南鑫药业有限公司,是否检出地下水污染物超标 | 是,1.118394774
铃木住电钢线制品（广州）有限公司（住电钢线制品（广州）有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州白云山医药集团股份有限公司白云山制药总厂,是否检出地下水污染物超标 | 是,1.118394774
广州稳泰化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州日华化学有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市鑫冶金属制品有限公司,是否检出地下水污染物超标 | 是,1.118394774
大成（广州）气体有限公司,是否检出地下水污染物超标 | 是,1.118394774
日立电梯（中国）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市凯峰金属涂装有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市帝天印刷材料有限公司（广州市阿尔斯油墨有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州高得针织染整制衣有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市猎德污水处理厂,是否检出地下水污染物超标 | 是,1.118394774
广州市中达生物工程有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州恒运企业集团股份有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市广农化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州泛亚聚酯有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州三合装饰材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
南亚塑胶工业（广州）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州二宫（冷锻）汽车配件有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州白云恒和精细化工厂,是否检出地下水污染物超标 | 是,1.118394774
广州呈和塑料新材料有限公司,是否检出地下水污染物超标 | 是,1.118394774
金刚化工(广州)有限公司,是否检出地下水污染物超标 | 是,1.118394774
沃特威(广州)电子科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州钢管厂有限公司（广州焊管厂、红旗轧钢厂、广州钢管厂）,是否检出地下水污染物超标 | 是,1.118394774
广州市荔湾区粉末静电喷涂厂（广州市芳村区粉末静电喷涂厂）,是否检出地下水污染物超标 | 是,1.118394774
广州市雅迪装饰包装有限公司分公司,是否检出地下水污染物超标 | 是,1.118394774
广东天海花边有限公司（广州海日花边有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州市白云化工实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州南部工程塑料有限公司,是否检出地下水污染物超标 | 是,1.118394774
乐金显示（中国）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州科德化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州艺爱丝纤维有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州番禺古西理丰电路板有限公司（曾用名：番禺古西顺永电路板有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广东车德宝润滑科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
东洋橡塑（广州）有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州白云顺成制衣实业公司,是否检出地下水污染物超标 | 是,1.118394774
广州市澔德化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市奋宏化工有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州珠江管业科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市恒润电子有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区东联实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州白云广福不锈钢金属制品厂,是否检出地下水污染物超标 | 是,1.118394774
广州农丰动物药业有限公司（广东农丰动物保健品有限公司兽药厂）,是否检出地下水污染物超标 | 是,1.118394774
广州红窗喜粘胶有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州道诚环保科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州吉必盛科技实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市萝岗区锦燕装饰材料厂（广州市白云区锦燕装饰材料厂）,是否检出地下水污染物超标 | 是,1.118394774
广州百达信化工实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州开发区水质净化管理中心,是否检出地下水污染物超标 | 是,1.118394774
广汽本田汽车有限公司（广州本田汽车有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州雅耀电器有限公司(广州市金江化工电子仪表厂）,是否检出地下水污染物超标 | 是,1.118394774
金发科技股份有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州太平洋马口铁有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市白云区新生实业有限公司,是否检出地下水污染物超标 | 是,1.118394774
广东坤豪日华有限公司（原企业名称：广州市乐丞朗化工有限公司）,是否检出地下水污染物超标 | 是,1.118394774
广州市良成热镀锌有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市聚科聚氨酯有限公司,是否检出地下水污染物超标 | 是,1.118394774
卡洛（广州）油墨有限公司（大日精化（广州）油墨有限公司）,是否检出地下水污染物超标 | 是,1.118394774
易安爱富（广州）化工科技有限公司,是否检出地下水污染物超标 | 是,1.118394774
广州市浩之博化工有限公司（广州雅运纺织印染助剂有限公司）,是否检出地下水污染物超标 | 是,1.118394774
